MASS,date,ind
95.0,2017-09-04,0
90.0,2017-09-05,1
85.0,2017-09-06,2
85.0,2017-09-07,3
90.0,2017-09-08,4
80.0,2017-09-11,5
80.0,2017-09-12,6
70.0,2017-09-13,7
70.0,2017-09-14,8
60.0,2017-09-15,9
60.0,2017-09-18,10
40.0,2017-09-19,11
30.0,2017-09-20,12
10.0,2017-09-21,13
5.0,2017-09-22,14
5.0,2017-09-25,15
10.0,2017-09-26,16
15.0,2017-09-27,17
20.0,2017-09-28,18
20.0,2017-09-29,19
40.0,2017-10-09,20
40.0,2017-10-10,21
40.0,2017-10-11,22
40.0,2017-10-12,23
45.0,2017-10-13,24
40.0,2017-10-16,25
35.0,2017-10-17,26
20.0,2017-10-18,27
15.0,2017-10-19,28
20.0,2017-10-20,29
25.0,2017-10-23,30
25.0,2017-10-24,31
30.0,2017-10-25,32
25.0,2017-10-26,33
25.0,2017-10-27,34
35.0,2017-10-30,35
35.0,2017-10-31,36
30.0,2017-11-01,37
20.0,2017-11-02,38
30.0,2017-11-03,39
20.0,2017-11-06,40
20.0,2017-11-07,41
25.0,2017-11-08,42
25.0,2017-11-09,43
25.0,2017-11-10,44
20.0,2017-11-13,45
20.0,2017-11-14,46
35.0,2017-11-15,47
50.0,2017-11-16,48
60.0,2017-11-17,49
80.0,2017-11-20,50
85.0,2017-11-21,51
90.0,2017-11-22,52
85.0,2017-11-23,53
85.0,2017-11-24,54
85.0,2017-11-27,55
80.0,2017-11-28,56
55.0,2017-11-29,57
50.0,2017-11-30,58
50.0,2017-12-01,59
45.0,2017-12-04,60
30.0,2017-12-05,61
25.0,2017-12-06,62
25.0,2017-12-07,63
15.0,2017-12-08,64
20.0,2017-12-11,65
15.0,2017-12-12,66
15.0,2017-12-13,67
5.0,2017-12-14,68
0.0,2017-12-15,69
0.0,2017-12-18,70
5.0,2017-12-19,71
0.0,2017-12-20,72
5.0,2017-12-21,73
10.0,2017-12-22,74
0.0,2017-12-25,75
5.0,2017-12-26,76
5.0,2017-12-27,77
10.0,2017-12-28,78
20.0,2017-12-29,79
35.0,2018-01-02,80
45.0,2018-01-03,81
45.0,2018-01-04,82
50.0,2018-01-05,83
50.0,2018-01-08,84
40.0,2018-01-09,85
40.0,2018-01-10,86
50.0,2018-01-11,87
50.0,2018-01-12,88
45.0,2018-01-15,89
40.0,2018-01-16,90
45.0,2018-01-17,91
45.0,2018-01-18,92
45.0,2018-01-19,93
45.0,2018-01-22,94
45.0,2018-01-23,95
50.0,2018-01-24,96
45.0,2018-01-25,97
50.0,2018-01-26,98
50.0,2018-01-29,99
50.0,2018-01-30,100
45.0,2018-01-31,101
30.0,2018-02-01,102
30.0,2018-02-02,103
30.0,2018-02-05,104
30.0,2018-02-08,105
20.0,2018-02-09,106
20.0,2018-02-12,107
15.0,2018-02-13,108
10.0,2018-02-14,109
15.0,2018-02-22,110
5.0,2018-02-23,111
30.0,2018-02-26,112
30.0,2018-02-27,113
30.0,2018-02-28,114
40.0,2018-03-01,115
55.0,2018-03-02,116
65.0,2018-03-05,117
65.0,2018-03-06,118
65.0,2018-03-07,119
70.0,2018-03-08,120
80.0,2018-03-09,121
80.0,2018-03-12,122
75.0,2018-03-13,123
75.0,2018-03-14,124
75.0,2018-03-15,125
75.0,2018-03-16,126
70.0,2018-03-19,127
70.0,2018-03-20,128
70.0,2018-03-21,129
75.0,2018-03-22,130
50.0,2018-03-23,131
35.0,2018-03-26,132
30.0,2018-03-27,133
20.0,2018-03-28,134
20.0,2018-03-29,135
30.0,2018-03-30,136
30.0,2018-04-02,137
25.0,2018-04-03,138
15.0,2018-04-04,139
15.0,2018-04-09,140
15.0,2018-04-10,141
15.0,2018-04-11,142
15.0,2018-04-12,143
10.0,2018-04-13,144
15.0,2018-04-16,145
10.0,2018-04-17,146
15.0,2018-04-18,147
15.0,2018-04-19,148
15.0,2018-04-20,149
0.0,2018-04-23,150
5.0,2018-04-24,151
5.0,2018-04-25,152
5.0,2018-04-26,153
10.0,2018-04-27,154
10.0,2018-05-02,155
20.0,2018-05-03,156
25.0,2018-05-04,157
35.0,2018-05-07,158
40.0,2018-05-08,159
40.0,2018-05-09,160
50.0,2018-05-10,161
40.0,2018-05-11,162
35.0,2018-05-14,163
35.0,2018-05-15,164
35.0,2018-05-16,165
35.0,2018-05-17,166
40.0,2018-05-18,167
50.0,2018-05-21,168
60.0,2018-05-22,169
55.0,2018-05-23,170
50.0,2018-05-24,171
45.0,2018-05-25,172
30.0,2018-05-28,173
25.0,2018-05-29,174
10.0,2018-05-30,175
10.0,2018-05-31,176
5.0,2018-06-01,177
5.0,2018-06-04,178
0.0,2018-06-05,179
