h-l,h-c,l-c,tr,PDM,MDM,DPD,DMD,NTR,NPDM,NMDM,ADX,ADXR,PDI,MDI,DX,date,ind
0.39000000000000057,,,0.39000000000000057,,,,,0.0,0.0,0.0,0.0,0.0,,,,2017-08-09,0
0.8399999999999999,0.8000000000000007,0.03999999999999915,0.8399999999999999,0.5799999999999983,-0.129999999999999,0.5799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-10,1
0.9899999999999984,0.03999999999999915,0.9499999999999993,0.9899999999999984,-0.10999999999999943,0.259999999999998,0.0,0.259999999999998,0.0,0.0,0.0,0.0,0.0,,,,2017-08-11,2
0.629999999999999,0.3299999999999983,0.3000000000000007,0.629999999999999,-0.5300000000000011,0.1700000000000017,0.0,0.1700000000000017,0.0,0.0,0.0,0.0,0.0,,,,2017-08-14,3
0.33999999999999986,0.17999999999999972,0.16000000000000014,0.33999999999999986,0.120000000000001,-0.41000000000000014,0.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-15,4
0.7199999999999989,0.629999999999999,0.08999999999999986,0.7199999999999989,0.39000000000000057,-0.010000000000001563,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-16,5
0.40000000000000213,0.16000000000000014,0.240000000000002,0.40000000000000213,-0.019999999999999574,-0.29999999999999716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-17,6
1.4699999999999989,1.1000000000000014,0.36999999999999744,1.4699999999999989,0.9299999999999997,0.13999999999999702,0.9299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-18,7
0.7399999999999984,0.4800000000000004,0.259999999999998,0.7399999999999984,-0.10000000000000142,-0.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-21,8
2.6000000000000014,2.2699999999999996,0.33000000000000185,2.6000000000000014,2.1000000000000014,-0.23999999999999844,2.1000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-22,9
1.2099999999999973,0.2900000000000027,1.5,1.5,-0.9200000000000017,-0.4700000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2017-08-23,10
0.7800000000000011,0.17999999999999972,0.6000000000000014,0.7800000000000011,-0.8099999999999987,0.38000000000000256,0.0,0.38000000000000256,0.0,0.0,0.0,0.0,0.0,,,,2017-08-24,11
1.1000000000000014,0.9800000000000004,0.120000000000001,1.1000000000000014,0.3500000000000014,-0.030000000000001137,0.3500000000000014,0.0,11.009999999999998,4.120000000000001,0.8100000000000023,0.0,0.0,37.42052679382381,7.356948228882857,67.1399594320486,2017-08-25,12
0.6499999999999986,0.3299999999999983,0.3200000000000003,0.6499999999999986,0.09999999999999787,-0.5500000000000007,0.09999999999999787,0.0,11.27,3.890000000000004,0.8100000000000023,0.0,0.0,34.51641526175692,7.1872227151730455,65.53191489361699,2017-08-28,13
0.8100000000000023,0.3500000000000014,0.46000000000000085,0.8100000000000023,0.15000000000000213,0.010000000000001563,0.15000000000000213,0.0,10.93,3.990000000000002,0.5500000000000043,0.0,0.0,36.50503202195793,5.032021957914037,75.770925110132,2017-08-29,14
1.3900000000000006,1.5400000000000027,0.15000000000000213,1.5400000000000027,0.75,-0.1700000000000017,0.75,0.0,11.110000000000003,4.140000000000004,0.38000000000000256,0.0,0.0,37.263726372637294,3.4203420342034425,83.1858407079645,2017-08-30,15
2.099999999999998,1.7300000000000004,0.36999999999999744,2.099999999999998,1.2799999999999976,-0.5700000000000003,1.2799999999999976,0.0,12.310000000000006,4.770000000000003,0.38000000000000256,,0.0,38.748984565394,3.086921202274593,85.24271844660186,2017-08-31,16
0.7199999999999989,0.120000000000001,0.8399999999999999,0.8399999999999999,-0.379999999999999,-1.0,0.0,0.0,13.690000000000005,5.66,0.38000000000000256,,,41.34404674945214,2.7757487216946855,87.41721854304629,2017-09-01,17
1.1499999999999986,0.5899999999999999,1.7399999999999984,1.7399999999999984,-1.0500000000000007,1.4800000000000004,0.0,1.4800000000000004,14.130000000000003,5.66,0.38000000000000256,,,40.05661712668081,2.689313517339013,87.41721854304629,2017-09-04,18
1.0100000000000016,0.5599999999999987,0.45000000000000284,1.0100000000000016,-0.129999999999999,-0.00999999999999801,0.0,0.0,14.400000000000002,4.73,1.860000000000003,,,32.84722222222222,12.916666666666684,43.55083459787551,2017-09-05,19
1.5,0.9299999999999997,0.5700000000000003,1.5,0.5599999999999987,-0.07000000000000028,0.5599999999999987,0.0,14.670000000000005,4.73,1.860000000000003,,,32.242672119972724,12.67893660531699,43.5508345978755,2017-09-06,20
2.6999999999999993,2.389999999999997,0.3100000000000023,2.6999999999999993,2.0199999999999996,-0.8200000000000003,2.0199999999999996,0.0,13.570000000000004,3.1899999999999977,1.860000000000003,,,23.507737656595406,13.706705969049393,26.33663366336622,2017-09-07,21
2.1499999999999986,1.8999999999999986,0.25,2.1499999999999986,0.5700000000000003,-1.120000000000001,0.5700000000000003,0.0,14.770000000000003,5.209999999999997,1.860000000000003,,,35.27420446851724,12.593094109681804,47.38330975954731,2017-09-08,22
0.990000000000002,0.620000000000001,0.370000000000001,0.990000000000002,0.08000000000000185,-1.2399999999999984,0.08000000000000185,0.0,16.14,5.779999999999998,1.4800000000000004,,,35.81164807930606,9.169764560099134,59.228650137741035,2017-09-11,23
2.240000000000002,1.4600000000000009,0.7800000000000011,2.240000000000002,1.0,0.25,1.0,0.0,16.03,5.509999999999998,1.4800000000000004,,,34.37305053025575,9.232688708671244,57.65379113018595,2017-09-12,24
