date,kdj_k,kdj_d,kdj_j,ind
2017-08-07,50.0,50.0,50.0,0
2017-08-08,46.031746031745996,48.67724867724867,40.74074074074065,1
2017-08-09,35.626102292769026,44.326866549088784,18.224573780129518,2
2017-08-10,32.44638703575899,40.36670671131219,16.605747684652584,3
2017-08-11,25.88624383944219,35.539885754022194,6.578960010282188,4
2017-08-14,42.78941078657841,37.956394098207596,52.45544416332004,5
2017-08-15,55.47662846764791,43.796472221354364,78.83694096023501,6
2017-08-16,66.98441897843189,51.525787807046875,97.9016813212019,7
2017-08-17,70.91890558158083,57.99016039855819,96.77639594762613,8
2017-08-18,71.77726235559201,62.58586105090279,90.16006496497045,9
2017-08-21,72.7511066306356,65.97427624414706,86.30476740361269,10
2017-08-22,64.56499478186953,65.50451575672122,62.68595283216615,11
2017-08-23,63.52525756542305,64.84476302628849,60.886246643692175,12
2017-08-24,56.80800303558321,62.165843029386735,46.09232304797615,13
2017-08-25,61.9683875658908,62.10002454155476,61.70511361456289,14
2017-08-28,68.20301467978153,64.13435458763036,76.3403348640839,15
2017-08-29,73.75999297979834,67.34290071835301,86.594177502689,16
2017-08-30,76.9044210901737,70.53007417562657,89.65311491926798,17
2017-08-31,78.44048240745477,73.16687691956929,88.98769338322572,18
2017-09-01,81.98553168900348,76.10642850938069,93.74373804824904,19
2017-09-04,86.01504581736035,79.40930094537391,99.22653556133318,20
2017-09-05,80.5532404214501,79.79061410406598,82.07849305621835,21
2017-09-06,77.40586398467042,78.9956973976008,74.22619715880967,22
2017-09-07,76.04835376755807,78.01324952091989,72.11856226083444,23
2017-09-08,74.19287841531983,76.73979248571987,69.09905027451973,24
2017-09-11,67.08096656259417,73.52018384467797,54.202531998426565,25
2017-09-12,62.25150857259363,69.76395875398319,47.226608209814515,26
2017-09-13,57.303474850864866,65.61046411961041,40.68949631337378,27
2017-09-14,55.48626718452718,62.235731807916004,41.98733793774953,28
2017-09-15,50.818005283511916,58.42982296644797,35.594369917639796,29
2017-09-18,48.44657142357584,55.10207245215726,35.135569366412994,30
