open,high,close,low,date,ind
3344.59,3350.96,3341.55,3334.94,2017-09-25,34
3336.35,3347.16,3343.58,3332.6,2017-09-26,35
3340.82,3349.69,3345.27,3340.3,2017-09-27,36
3343.84,3344.6,3339.64,3336.18,2017-09-28,37
3340.31,3357.02,3348.94,3340.31,2017-09-29,38
3403.25,3410.17,3374.38,3366.97,2017-10-09,39
3373.34,3384.03,3382.99,3358.8,2017-10-10,40
3381.49,3395.78,3388.28,3379.16,2017-10-11,41
3385.53,3390.2,3386.1,3372.53,2017-10-12,42
3384.49,3395.75,3390.52,3383.24,2017-10-13,43
3393.21,3400.51,3378.47,3374.77,2017-10-16,44
3373.23,3382.41,3372.04,3365.56,2017-10-17,45
3373.53,3383.23,3381.79,3371.92,2017-10-18,46
3374.64,3378.74,3370.17,3359.63,2017-10-19,47
3363.51,3379.77,3378.65,3360.1,2017-10-20,48
3382.28,3385.29,3380.7,3374.71,2017-10-23,49
3376.6,3388.69,3388.25,3374.12,2017-10-24,50
3384.86,3398.3,3396.9,3382.03,2017-10-25,51
3397.52,3414.24,3407.57,3391.45,2017-10-26,52
3404.5,3421.1,3416.81,3402.11,2017-10-27,53
3413.87,3419.73,3390.34,3357.28,2017-10-30,54
3381.0,3397.1,3393.34,3376.12,2017-10-31,55
3393.97,3410.35,3395.91,3388.6,2017-11-01,56
3391.65,3391.65,3383.31,3372.21,2017-11-02,57
3377.74,3380.57,3371.74,3347.36,2017-11-03,58
3369.69,3389.38,3388.17,3356.53,2017-11-06,59
3389.47,3415.15,3413.57,3387.95,2017-11-07,60
3409.15,3434.49,3415.46,3404.88,2017-11-08,61
3410.67,3428.77,3427.79,3408.62,2017-11-09,62
3423.18,3438.79,3432.67,3414.33,2017-11-10,63
3435.18,3449.16,3447.84,3435.08,2017-11-13,64
3446.55,3450.49,3429.55,3419.69,2017-11-14,65
3416.21,3423.75,3402.52,3396.38,2017-11-15,66
3393.19,3409.65,3399.25,3390.59,2017-11-16,67
3392.68,3403.29,3382.91,3373.3,2017-11-17,68
3361.36,3393.11,3392.4,3337.12,2017-11-20,69
3382.36,3419.8,3410.5,3377.6,2017-11-21,70
3417.33,3442.18,3430.46,3404.29,2017-11-22,71
3425.01,3429.42,3351.92,3342.33,2017-11-23,72
3340.38,3360.75,3353.82,3328.33,2017-11-24,73
3346.66,3347.05,3322.23,3315.26,2017-11-27,74
3311.23,3333.8,3333.66,3300.78,2017-11-28,75
3335.57,3343.06,3337.86,3305.57,2017-11-29,76
3328.64,3340.92,3317.19,3306.28,2017-11-30,77
3315.11,3324.52,3317.62,3302.44,2017-12-01,78
3310.38,3324.0,3309.62,3304.1,2017-12-04,79
3301.69,3315.74,3303.68,3300.51,2017-12-05,80
3291.31,3296.2,3293.96,3254.61,2017-12-06,81
3283.28,3291.28,3272.05,3259.16,2017-12-07,82
3264.48,3297.13,3289.99,3258.76,2017-12-08,83
3290.49,3322.67,3322.2,3288.29,2017-12-11,84
3320.31,3320.31,3280.81,3280.33,2017-12-12,85
3278.4,3304.01,3303.04,3273.32,2017-12-13,86
3302.93,3309.53,3292.44,3282.57,2017-12-14,87
3287.53,3287.53,3266.14,3259.39,2017-12-15,88
3268.03,3280.54,3267.92,3254.18,2017-12-18,89
3266.02,3296.94,3296.54,3266.02,2017-12-19,90
3296.74,3300.21,3287.61,3276.12,2017-12-20,91
3281.12,3309.22,3300.06,3267.4,2017-12-21,92
3297.69,3307.33,3297.06,3293.44,2017-12-22,93
3296.21,3312.3,3280.46,3270.44,2017-12-25,94
3277.84,3307.3,3306.12,3274.33,2017-12-26,95
3302.46,3307.08,3275.78,3270.35,2017-12-27,96
3272.29,3304.1,3296.38,3263.73,2017-12-28,97
3295.25,3308.22,3307.17,3292.77,2017-12-29,98
3314.03,3349.05,3348.33,3314.03,2018-01-02,99
3347.74,3379.92,3369.11,3345.29,2018-01-03,100
3371.0,3392.83,3385.71,3365.3,2018-01-04,101
3386.46,3402.07,3391.75,3380.25,2018-01-05,102
3391.55,3412.73,3409.48,3384.56,2018-01-08,103
3406.11,3417.23,3413.9,3403.59,2018-01-09,104
3414.11,3430.21,3421.83,3398.84,2018-01-10,105
3415.59,3426.48,3425.34,3405.64,2018-01-11,106
3423.88,3435.42,3428.94,3417.98,2018-01-12,107
3428.95,3442.5,3410.49,3402.31,2018-01-15,108
3403.47,3437.58,3436.59,3401.96,2018-01-16,109
3438.58,3465.2,3444.67,3430.51,2018-01-17,110
3449.88,3476.55,3474.75,3448.79,2018-01-18,111
3481.62,3498.43,3487.86,3474.29,2018-01-19,112
3476.99,3503.39,3501.36,3475.67,2018-01-22,113
3504.34,3547.22,3546.5,3504.34,2018-01-23,114
3553.48,3569.49,3559.47,3527.11,2018-01-24,115
3555.17,3571.48,3548.31,3528.03,2018-01-25,116
3535.49,3574.9,3558.13,3534.2,2018-01-26,117
3563.64,3587.03,3523.0,3510.27,2018-01-29,118
3511.5,3523.05,3488.01,3484.66,2018-01-30,119
3470.51,3495.45,3480.83,3454.73,2018-01-31,120
3478.67,3495.09,3446.98,3424.42,2018-02-01,121
3419.22,3463.16,3462.08,3388.86,2018-02-02,122
3411.67,3487.72,3487.5,3406.24,2018-02-05,123
3418.01,3440.12,3370.65,3364.22,2018-02-06,124
3412.74,3425.54,3309.26,3304.01,2018-02-07,125
3281.05,3307.16,3262.05,3225.71,2018-02-08,126
3172.85,3180.11,3129.85,3062.74,2018-02-09,127
3128.37,3168.13,3154.13,3113.61,2018-02-12,128
3176.11,3219.22,3184.96,3176.11,2018-02-13,129
3188.25,3203.5,3199.16,3171.38,2018-02-14,130
3237.57,3269.92,3268.56,3234.12,2018-02-22,131
3275.43,3294.13,3289.02,3258.49,2018-02-23,132
3307.3,3335.99,3329.57,3281.62,2018-02-26,133
3328.67,3328.67,3292.07,3284.63,2018-02-27,134
3264.06,3277.83,3259.41,3239.84,2018-02-28,135
3235.09,3280.15,3273.75,3228.58,2018-03-01,136
3248.45,3269.94,3254.53,3242.27,2018-03-02,137
3255.87,3269.4,3256.93,3236.72,2018-03-05,138
3266.49,3290.25,3289.64,3243.65,2018-03-06,139
3288.86,3308.41,3271.67,3264.76,2018-03-07,140
3268.35,3289.5,3288.41,3261.55,2018-03-08,141
3291.43,3309.72,3307.17,3283.56,2018-03-09,142
3319.21,3333.56,3326.7,3313.56,2018-03-12,143
3324.12,3333.88,3310.24,3307.38,2018-03-13,144
3298.67,3304.98,3291.38,3287.36,2018-03-14,145
3277.51,3297.1,3291.11,3273.2,2018-03-15,146
3290.21,3300.57,3269.88,3269.28,2018-03-16,147
3264.93,3280.57,3279.25,3251.05,2018-03-19,148
3257.22,3292.57,3290.64,3252.43,2018-03-20,149
3299.73,3314.21,3280.95,3268.88,2018-03-21,150
3281.27,3288.8,3263.48,3242.76,2018-03-22,151
3172.77,3188.24,3152.76,3110.66,2018-03-23,152
3117.32,3134.28,3133.72,3091.46,2018-03-26,153
3164.8,3172.78,3166.65,3143.57,2018-03-27,154
3130.57,3165.21,3122.29,3117.53,2018-03-28,155
3127.26,3174.51,3160.53,3098.25,2018-03-29,156
3161.79,3177.72,3168.9,3152.89,2018-03-30,157
3169.78,3192.34,3163.18,3159.99,2018-04-02,158
3130.01,3144.33,3136.63,3119.13,2018-04-03,159
3147.05,3163.34,3131.11,3128.87,2018-04-04,160
3125.44,3146.09,3138.29,3110.3,2018-04-09,161
3144.26,3190.65,3190.32,3139.08,2018-04-10,162
3197.37,3220.85,3208.08,3191.59,2018-04-11,163
3203.28,3205.25,3180.16,3177.05,2018-04-12,164
3192.04,3197.9,3159.05,3155.51,2018-04-13,165
3152.89,3153.11,3110.65,3096.1,2018-04-16,166
3112.97,3118.76,3066.8,3064.03,2018-04-17,167
3091.91,3096.89,3091.4,3041.63,2018-04-18,168
3094.27,3127.44,3117.38,3090.29,2018-04-19,169
3105.46,3111.17,3071.54,3065.92,2018-04-20,170
3063.44,3085.06,3068.01,3045.94,2018-04-23,171
3069.75,3136.04,3128.93,3069.75,2018-04-24,172
3112.4,3122.91,3117.97,3107.0,2018-04-25,173
3119.5,3121.93,3075.03,3067.93,2018-04-26,174
3082.41,3088.03,3082.23,3049.91,2018-04-27,175
3087.41,3097.6,3081.18,3064.76,2018-05-02,176
3074.52,3105.66,3100.86,3056.16,2018-05-03,177
3093.12,3104.09,3091.03,3086.78,2018-05-04,178
3094.9,3136.84,3136.64,3091.66,2018-05-07,179
3135.3,3169.7,3161.5,3134.06,2018-05-08,180
3160.14,3165.37,3159.15,3145.66,2018-05-09,181
3169.05,3176.14,3174.41,3155.53,2018-05-10,182
3179.8,3180.76,3163.26,3162.21,2018-05-11,183
3167.04,3183.82,3174.03,3163.48,2018-05-14,184
3180.42,3192.81,3192.12,3164.52,2018-05-15,185
3180.23,3191.95,3169.57,3166.81,2018-05-16,186
3170.01,3172.77,3154.28,3148.62,2018-05-17,187
3151.08,3193.45,3193.3,3144.78,2018-05-18,188
3206.18,3219.74,3213.84,3203.34,2018-05-21,189
3211.25,3214.59,3214.35,3192.23,2018-05-22,190
3205.44,3205.44,3168.96,3168.96,2018-05-23,191
3167.94,3173.53,3154.65,3152.07,2018-05-24,192
3148.41,3156.73,3141.3,3131.07,2018-05-25,193
3136.81,3149.66,3135.08,3115.96,2018-05-28,194
3129.62,3143.21,3120.46,3112.15,2018-05-29,195
3081.14,3085.4,3041.44,3041.0,2018-05-30,196
3061.83,3098.08,3095.47,3054.27,2018-05-31,197
3084.75,3102.09,3075.14,3059.79,2018-06-01,198
3083.43,3098.4,3091.19,3076.99,2018-06-04,199
