date,kdj_k,kdj_d,kdj_j,ind
2017-08-08,50.0,50.0,50.0,0
2017-08-09,47.12643678160921,49.04214559386974,43.295019157088134,1
2017-08-10,36.82302992647818,44.96910703807256,20.530875703289425,2
2017-08-11,33.0956951646607,41.011303080268604,17.264479333444882,3
2017-08-14,55.3971301097738,45.806578756770335,74.57823281578072,4
2017-08-15,63.46203231808049,51.691729943873725,87.002637066494,5
2017-08-16,63.39645691953665,55.59330560242803,79.00275955375386,6
2017-08-17,71.51600529329653,60.90087216605086,92.74627154778787,7
2017-08-18,73.16753294062906,64.98975909091025,89.52308064006667,8
2017-08-21,75.57574091466773,68.51841969882942,89.69038334634436,9
2017-08-22,75.22042858363471,70.75242266043118,84.15644043004178,10
2017-08-23,67.46721382699832,69.65735304928688,63.08693538242119,11
2017-08-24,63.93239091734528,67.74903233863968,56.299108074756475,12
2017-08-25,63.86342401025633,66.4538295625119,58.6826129057452,13
2017-08-28,67.41221731402712,66.7732921463503,68.69006764938075,14
2017-08-29,68.14409258843637,67.23022562704566,69.97182651121778,15
2017-08-30,66.99802250993795,67.15282458800975,66.68841835379436,16
2017-08-31,63.6195967059717,65.97508196066373,58.90862619658765,17
2017-09-01,63.65489453600728,65.20168615244492,60.561311303132015,18
2017-09-04,68.5803872070114,66.32791983730041,73.08532194643337,19
2017-09-05,69.9032646739553,67.5197014495187,74.6703911228285,20
2017-09-06,69.47799344276758,68.17246544726834,72.08904943376609,21
2017-09-07,67.56049236053786,67.96847441835817,66.74452824489725,22
2017-09-08,63.979722179752514,66.63889033882296,58.66138586161162,23
2017-09-11,60.51029097697789,64.5960238848746,52.338825161184474,24
2017-09-12,66.53067017512811,65.24090598162577,69.11019856213278,25
2017-09-13,68.16330392627589,66.21503862984248,72.0598345191427,26
2017-09-14,60.91839309370776,64.44949011779758,53.856199045528115,27
2017-09-15,49.58662103683085,59.495200424142,29.76946226220855,28
2017-09-18,40.75005505019492,53.246818632826304,15.756527884932154,29
2017-09-19,34.859011059104304,47.11754944158564,10.341934294141637,30
2017-09-20,33.00945564859827,42.41485151058985,14.198663924615104,31
2017-09-21,22.55275185316391,35.7941516247812,-3.9300476900706656,32
2017-09-22,15.96109382803518,29.183132359199192,-10.482983234292846,33
2017-09-25,11.062670146960153,23.142978288452845,-13.097946136025229,34
2017-09-26,10.328699929197077,18.871552168700923,-6.757004549810617,35
2017-09-27,8.995504594148255,15.579536310516701,-4.172558838588639,36
2017-09-28,7.684766775845674,12.947946465626359,-2.8415926037156964,37
2017-09-29,11.45229177461443,12.449394901955715,9.45808551993186,38
2017-10-09,14.385916035396967,13.094901946436131,16.96794421331864,39
2017-10-10,15.919724614315292,14.036509502395852,19.686154838154174,40
2017-10-11,11.397463468367041,13.156827491052915,7.878735422995291,41
2017-10-12,9.113460494062878,11.809038492056235,3.722304498076163,42
2017-10-13,18.5298527835877,14.049309922566724,27.49093850562965,43
2017-10-16,17.115139950963222,15.071253265365556,21.20291332215855,44
2017-10-17,15.854537745086594,15.332348091939235,16.89891705138131,45
2017-10-18,16.192181789897074,15.618959324591847,17.338626720507524,46
2017-10-19,11.72071378585733,14.319544145013674,6.523053067544641,47
2017-10-20,11.678543490088462,13.439210593371936,8.157209283521517,48
2017-10-23,19.060205463980555,15.312875550241476,26.554865291458718,49
2017-10-24,20.519303642653714,17.048351581045555,27.461207765870036,50
2017-10-25,22.874938060619726,18.990547074236947,30.643720033385286,51
2017-10-26,23.89193401572183,20.624342721398573,30.427116604368344,52
2017-10-27,22.177956010481267,21.142213817759473,24.249440395924857,53
2017-10-30,18.765403509475078,20.349943714998005,15.596323098429224,54
2017-10-31,15.49534363318237,18.731743687726127,9.022543524094857,55
2017-11-01,10.820425167219609,16.094637514223955,0.272000473210916,56
2017-11-02,10.505797848105221,14.231690958851043,3.054011626613576,57
2017-11-03,9.154402866478737,12.539261594726941,2.3846854099823283,58
2017-11-06,11.885248169489252,12.321257119647711,11.013230269172332,59
2017-11-07,14.726219868094878,13.122911369130101,17.93283686602443,60
2017-11-08,15.939928891655107,14.06191720997177,19.69595225502178,61
2017-11-09,16.408932186273496,14.84425553540568,19.53828548800913,62
2017-11-10,12.98010445071296,14.222871840508105,10.494569671122669,63
2017-11-13,9.728671784346282,12.724805155120832,3.736405042797184,64
2017-11-14,11.145279397449485,12.198296569230383,9.03924505388769,65
2017-11-15,9.076276799945749,11.157623312802173,4.913583774232901,66
2017-11-16,6.433992962415932,9.583079862673426,0.1358191619009439,67
2017-11-17,5.99873035101232,8.388296692119724,1.2195976687975119,68
2017-11-20,6.630732514709964,7.80244196631647,4.287313611496952,69
2017-11-21,6.759669629689686,7.454851187440875,5.369306514187308,70
2017-11-22,7.2587399977747715,7.389480790885507,6.9972584115533,71
2017-11-23,9.870606539397023,8.216522707056013,13.178774204079044,72
2017-11-24,17.14146046520859,11.19150195977354,29.041377476078686,73
2017-11-27,24.27904593262903,15.554016617392037,41.72910456310302,74
2017-11-28,32.43603062175268,21.18135461884558,54.94538262756687,75
2017-11-29,37.6240204145018,26.662243217397652,59.547574808710095,76
2017-11-30,35.664690858345125,29.66305909771348,47.66795437960842,77
2017-12-01,38.29258960448812,32.53956926663836,49.79863028018765,78
2017-12-04,31.98000597288456,32.35304816872043,31.233921581212826,79
2017-12-05,23.436406098325158,29.38083414525534,11.547550004464789,80
2017-12-06,19.51315962110563,26.0916093038721,6.3562602555726855,81
2017-12-07,15.230995302959311,22.47140463690117,0.7501766350755901,82
2017-12-08,15.153996868639535,20.032268714147293,5.3974531776240156,83
